Time,Instantaneous Solar energy Generation(kWh),Instantaneous Solar Usage (kWh),Instantaneous User Consumption (kWh),Device_1_Consumption (kW),Device_2_Consumption (kW),Device_3_Consumption (kW),Device_4_Consumption (kW),TOU rates (INR),Predicted TOU rates (1 hour ahead),Cumulative Energy Consumption,Predicted Solar Generation (kWh),Optimal Solar Usage (kWh),Optimal Grid Usage (kWh),Instantaneous Full Grid Cost (INR),Instantaneous Actual Cost (INR),Instantaneous Savings (INR),Cumulative Savings (INR),Cumulative Bill (INR),Cumulative Energy Saved (kWh),Trees Saved,Battery Level (kWh)
11/12/2024 20:33,0,0,0.47,0.285,0.103,0.226,0.064,24.41011236,10,1342.69,0,0,0.47,11.47275281,11.47275281,0,16558.64523,10887.99888,815.82,30.430086,0
11/12/2024 20:38,0,0,0.68,0.063,0.062,0.259,0.051,24.41011236,10,1343.37,0,0,0.68,16.5988764,16.5988764,0,16558.64523,10904.59775,815.82,30.430086,0
11/12/2024 20:43,0,0,0.47,0.1,0.185,0.384,0.161,24.41011236,10,1343.84,0,0,0.47,11.47275281,11.47275281,0,16558.64523,10916.07051,815.82,30.430086,0
11/12/2024 20:48,0,0,0.67,0.024,0.239,0.455,0.189,24.41011236,10,1344.51,0,0,0.67,16.35477528,16.35477528,0,16558.64523,10932.42528,815.82,30.430086,0
11/12/2024 20:54,0,0,0.43,0.149,0.006,0.059,0.003,24.41011236,10,1344.94,0,0,0.43,10.49634831,10.49634831,0,16558.64523,10942.92163,815.82,30.430086,0
11/12/2024 20:59,0,0,0.41,0.078,0.001,0.049,0.028,24.41011236,10,1345.35,0,0,0.41,10.00814607,10.00814607,0,16558.64523,10952.92978,815.82,30.430086,0
11/12/2024 21:04,0,0,0.41,0.004,0.055,0.228,0.054,10,10,1345.76,0,0,0.41,4.1,4.1,0,16558.64523,10957.02978,815.82,30.430086,0
11/12/2024 21:09,0,0,0.42,0.14,0.055,0.167,0.11,10,10,1346.18,0,0,0.42,4.2,4.2,0,16558.64523,10961.22978,815.82,30.430086,0
11/12/2024 21:14,0,0,0.43,0.093,0.042,0.057,0.146,10,10,1346.61,0,0,0.43,4.3,4.3,0,16558.64523,10965.52978,815.82,30.430086,0
11/12/2024 21:21,0,0,0.41,0.216,0.219,0.131,0.086,10,10,1347.02,0,0,0.41,4.1,4.1,0,16558.64523,10969.62978,815.82,30.430086,0
11/12/2024 21:26,0,0,0.39,0.089,0.038,0.154,0.103,10,10,1347.41,0,0,0.39,3.9,3.9,0,16558.64523,10973.52978,815.82,30.430086,0
11/12/2024 21:31,0,0,0.4,0.092,0.007,0.101,0.323,10,10,1347.81,0,0,0.4,4,4,0,16558.64523,10977.52978,815.82,30.430086,0
11/12/2024 21:37,0,0,0.4,0.106,0.034,0.079,0.082,10,10,1348.21,0,0,0.4,4,4,0,16558.64523,10981.52978,815.82,30.430086,0
11/12/2024 21:42,0,0,0.4,0.125,0.001,0.064,0.074,10,10,1348.61,0,0,0.4,4,4,0,16558.64523,10985.52978,815.82,30.430086,0
11/12/2024 21:47,0,0,0.39,0.086,0.024,0.155,0.078,10,10,1349,0,0,0.39,3.9,3.9,0,16558.64523,10989.42978,815.82,30.430086,0
11/12/2024 21:52,0,0,0.38,0.02,0.034,0.13,0.012,10,10,1349.38,0,0,0.38,3.8,3.8,0,16558.64523,10993.22978,815.82,30.430086,0
11/12/2024 21:58,0,0,0.37,0.163,0.32,0.026,0.127,10,10,1349.75,0,0,0.37,3.7,3.7,0,16558.64523,10996.92978,815.82,30.430086,0
11/12/2024 22:03,0,0,0.38,0.155,0.239,0.075,0.04,10,10,1350.13,0,0,0.38,3.8,3.8,0,16558.64523,11000.72978,815.82,30.430086,0
11/12/2024 22:08,0,0,0.36,0.136,0.051,0.076,0.045,10,10,1350.49,0,0,0.36,3.6,3.6,0,16558.64523,11004.32978,815.82,30.430086,0
11/12/2024 22:13,0,0,0.36,0.05,0.032,0.041,0.018,10,10,1350.85,0,0,0.36,3.6,3.6,0,16558.64523,11007.92978,815.82,30.430086,0
11/12/2024 22:18,0,0,0.36,0.085,0.078,0.042,0.08,10,10,1351.21,0,0,0.36,3.6,3.6,0,16558.64523,11011.52978,815.82,30.430086,0
11/12/2024 22:24,0,0,0.36,0.008,0.021,0.084,0.075,10,10,1351.57,0,0,0.36,3.6,3.6,0,16558.64523,11015.12978,815.82,30.430086,0
11/12/2024 22:30,0,0,0.35,0.009,0.037,0.057,0.13,10,10,1351.92,0,0,0.35,3.5,3.5,0,16558.64523,11018.62978,815.82,30.430086,0
11/12/2024 22:35,0,0,0.34,0.009,0.069,0.111,0.025,10,10,1352.26,0,0,0.34,3.4,3.4,0,16558.64523,11022.02978,815.82,30.430086,0
11/12/2024 22:40,0,0,0.35,0.012,0.19,0.029,0.023,10,10,1352.61,0,0,0.35,3.5,3.5,0,16558.64523,11025.52978,815.82,30.430086,0
11/12/2024 22:46,0,0,0.34,0.026,0.023,0.051,0.121,10,10,1352.95,0,0,0.34,3.4,3.4,0,16558.64523,11028.92978,815.82,30.430086,0
11/12/2024 22:51,0,0,0.33,0.008,0.014,0.085,0.088,10,10,1353.28,0,0,0.33,3.3,3.3,0,16558.64523,11032.22978,815.82,30.430086,0
11/12/2024 22:56,0,0,0.35,0.093,0.041,0.043,0.062,10,10,1353.63,0,0,0.35,3.5,3.5,0,16558.64523,11035.72978,815.82,30.430086,0
11/12/2024 23:02,0,0,0.34,0.024,0.015,0.051,0.099,10,10,1353.97,0,0,0.34,3.4,3.4,0,16558.64523,11039.12978,815.82,30.430086,0
11/12/2024 23:07,0,0,0.36,0.014,0.052,0.06,0.019,10,10,1354.33,0,0,0.36,3.6,3.6,0,16558.64523,11042.72978,815.82,30.430086,0
11/12/2024 23:12,0,0,0.35,0.016,0.222,0.013,0.127,10,10,1354.68,0,0,0.35,3.5,3.5,0,16558.64523,11046.22978,815.82,30.430086,0
11/12/2024 23:18,0,0,0.34,0.252,0.055,0.075,0.036,10,10,1355.02,0,0,0.34,3.4,3.4,0,16558.64523,11049.62978,815.82,30.430086,0
11/12/2024 23:23,0,0,0.33,0.122,0.08,0.011,0.136,10,10,1355.35,0,0,0.33,3.3,3.3,0,16558.64523,11052.92978,815.82,30.430086,0
11/12/2024 23:29,0,0,0.32,0.08,0.054,0.025,0.166,10,10,1355.67,0,0,0.32,3.2,3.2,0,16558.64523,11056.12978,815.82,30.430086,0
11/12/2024 23:34,0,0,0.31,0.172,0.042,0.087,0.192,10,10,1355.98,0,0,0.31,3.1,3.1,0,16558.64523,11059.22978,815.82,30.430086,0
11/12/2024 23:39,0,0,0.32,0.064,0.107,0.014,0.01,10,10,1356.3,0,0,0.32,3.2,3.2,0,16558.64523,11062.42978,815.82,30.430086,0
11/12/2024 23:45,0,0,0.3,0.104,0.021,0.049,0.034,10,10,1356.6,0,0,0.3,3,3,0,16558.64523,11065.42978,815.82,30.430086,0
11/12/2024 23:50,0,0,0.32,0.143,0.001,0.043,0.03,10,10,1356.92,0,0,0.32,3.2,3.2,0,16558.64523,11068.62978,815.82,30.430086,0
11/12/2024 23:55,0,0,0.31,0.023,0.023,0.121,0.038,10,10,1357.23,0,0,0.31,3.1,3.1,0,16558.64523,11071.72978,815.82,30.430086,0
12/12/2024 0:01,0,0,0.3,0.044,0.235,0.057,0.021,10,10,1357.53,0,0,0.3,3,3,0,16558.64523,11074.72978,815.82,30.430086,0
12/12/2024 0:06,0,0,0.29,0.036,0.143,0.11,0.013,10,10,1357.82,0,0,0.29,2.9,2.9,0,16558.64523,11077.62978,815.82,30.430086,0
12/12/2024 0:11,0,0,0.31,0.006,0.118,0.192,0.008,10,10,1358.13,0,0,0.31,3.1,3.1,0,16558.64523,11080.72978,815.82,30.430086,0
12/12/2024 0:16,0,0,0.29,0.03,0.007,0.107,0.052,10,10,1358.42,0,0,0.29,2.9,2.9,0,16558.64523,11083.62978,815.82,30.430086,0
12/12/2024 0:22,0,0,0.3,0.051,0.081,0.039,0.07,10,10,1358.72,0,0,0.3,3,3,0,16558.64523,11086.62978,815.82,30.430086,0
12/12/2024 0:28,0,0,0.29,0.069,0.098,0.056,0.009,10,10,1359.01,0,0,0.29,2.9,2.9,0,16558.64523,11089.52978,815.82,30.430086,0
12/12/2024 0:33,0,0,0.29,0.088,0.014,0.073,0.008,10,10,1359.3,0,0,0.29,2.9,2.9,0,16558.64523,11092.42978,815.82,30.430086,0
12/12/2024 0:38,0,0,0.29,0.106,0.023,0.218,0.073,10,10,1359.59,0,0,0.29,2.9,2.9,0,16558.64523,11095.32978,815.82,30.430086,0
12/12/2024 0:43,0,0,0.29,0.055,0.133,0.092,0.055,10,10,1359.88,0,0,0.29,2.9,2.9,0,16558.64523,11098.22978,815.82,30.430086,0
12/12/2024 0:49,0,0,0.28,0.019,0.033,0.132,0.011,10,10,1360.16,0,0,0.28,2.8,2.8,0,16558.64523,11101.02978,815.82,30.430086,0
12/12/2024 0:54,0,0,0.29,0.14,0.016,0.058,0.123,10,10,1360.45,0,0,0.29,2.9,2.9,0,16558.64523,11103.92978,815.82,30.430086,0
12/12/2024 0:59,0,0,0.28,0.029,0.005,0.06,0.01,10,10,1360.73,0,0,0.28,2.8,2.8,0,16558.64523,11106.72978,815.82,30.430086,0
12/12/2024 1:05,0,0,0.27,0.08,0.084,0.064,0.004,10,10,1361,0,0,0.27,2.7,2.7,0,16558.64523,11109.42978,815.82,30.430086,0
12/12/2024 1:10,0,0,0.28,0.008,0.088,0.018,0.087,10,10,1361.28,0,0,0.28,2.8,2.8,0,16558.64523,11112.22978,815.82,30.430086,0
12/12/2024 1:15,0,0,0.3,0.088,0.168,0.013,0.108,10,10,1361.58,0,0,0.3,3,3,0,16558.64523,11115.22978,815.82,30.430086,0
12/12/2024 1:20,0,0,0.29,0.123,0.058,0.157,0.102,10,10,1361.87,0,0,0.29,2.9,2.9,0,16558.64523,11118.12978,815.82,30.430086,0
12/12/2024 1:27,0,0,0.3,0.041,0.144,0.071,0.091,10,10,1362.17,0,0,0.3,3,3,0,16558.64523,11121.12978,815.82,30.430086,0
12/12/2024 1:32,0,0,0.29,0.033,0.017,0.046,0.075,10,10,1362.46,0,0,0.29,2.9,2.9,0,16558.64523,11124.02978,815.82,30.430086,0
12/12/2024 1:37,0,0,0.29,0.05,0.176,0.171,0.145,10,10,1362.75,0,0,0.29,2.9,2.9,0,16558.64523,11126.92978,815.82,30.430086,0
12/12/2024 1:42,0,0,0.29,0.003,0.124,0.184,0.009,10,10,1363.04,0,0,0.29,2.9,2.9,0,16558.64523,11129.82978,815.82,30.430086,0
12/12/2024 1:47,0,0,0.29,0.102,0.024,0.04,0.09,10,10,1363.33,0,0,0.29,2.9,2.9,0,16558.64523,11132.72978,815.82,30.430086,0
12/12/2024 1:52,0,0,0.29,0.008,0.02,0.02,0.093,10,10,1363.62,0,0,0.29,2.9,2.9,0,16558.64523,11135.62978,815.82,30.430086,0
12/12/2024 1:58,0,0,0.32,0.135,0.061,0.006,0.058,10,10,1363.94,0,0,0.32,3.2,3.2,0,16558.64523,11138.82978,815.82,30.430086,0
12/12/2024 2:03,0,0,0.33,0.032,0.161,0.02,0.101,10,10,1364.27,0,0,0.33,3.3,3.3,0,16558.64523,11142.12978,815.82,30.430086,0
12/12/2024 2:08,0,0,0.33,0.065,0.146,0.116,0.083,10,10,1364.6,0,0,0.33,3.3,3.3,0,16558.64523,11145.42978,815.82,30.430086,0
12/12/2024 2:13,0,0,0.29,0.029,0.158,0.175,0.235,10,10,1364.89,0,0,0.29,2.9,2.9,0,16558.64523,11148.32978,815.82,30.430086,0
12/12/2024 2:18,0,0,0.28,0.033,0.063,0.088,0.047,10,10,1365.17,0,0,0.28,2.8,2.8,0,16558.64523,11151.12978,815.82,30.430086,0
12/12/2024 2:25,0,0,0.3,0.033,0.072,0.032,0.129,10,10,1365.47,0,0,0.3,3,3,0,16558.64523,11154.12978,815.82,30.430086,0
12/12/2024 2:30,0,0,0.3,0.006,0.167,0.033,0.026,10,10,1365.77,0,0,0.3,3,3,0,16558.64523,11157.12978,815.82,30.430086,0
12/12/2024 2:36,0,0,0.3,0.113,0.045,0.145,0.02,10,10,1366.07,0,0,0.3,3,3,0,16558.64523,11160.12978,815.82,30.430086,0
12/12/2024 2:41,0,0,0.3,0.008,0.053,0.111,0.11,10,10,1366.37,0,0,0.3,3,3,0,16558.64523,11163.12978,815.82,30.430086,0
12/12/2024 2:46,0,0,0.3,0.015,0.119,0.143,0.23,10,10,1366.67,0,0,0.3,3,3,0,16558.64523,11166.12978,815.82,30.430086,0
12/12/2024 2:51,0,0,0.3,0.126,0.075,0.014,0.01,10,10,1366.97,0,0,0.3,3,3,0,16558.64523,11169.12978,815.82,30.430086,0
12/12/2024 2:56,0,0,0.29,0.125,0.068,0.02,0.002,10,10,1367.26,0,0,0.29,2.9,2.9,0,16558.64523,11172.02978,815.82,30.430086,0
12/12/2024 3:02,0,0,0.3,0.001,0.029,0.122,0.206,10,10,1367.56,0,0,0.3,3,3,0,16558.64523,11175.02978,815.82,30.430086,0
12/12/2024 3:07,0,0,0.3,0.072,0.084,0.04,0.057,10,19.29775281,1367.86,0,0,0.3,3,3,0,16558.64523,11178.02978,815.82,30.430086,0
12/12/2024 3:12,0,0,0.28,0.092,0.158,0.005,0.014,10,19.29775281,1368.14,0,0,0.28,2.8,2.8,0,16558.64523,11180.82978,815.82,30.430086,0
12/12/2024 3:17,0,0,0.51,0.07,0.086,0.008,0.028,10,19.29775281,1368.65,0,0,0.51,5.1,5.1,0,16558.64523,11185.92978,815.82,30.430086,0
12/12/2024 3:24,0,0,0.31,0.057,0.148,0.047,0.104,10,19.29775281,1368.96,0,0,0.31,3.1,3.1,0,16558.64523,11189.02978,815.82,30.430086,0
12/12/2024 3:28,0,0,0.31,0.099,0.136,0.071,0.058,10,19.29775281,1369.27,0,0,0.31,3.1,3.1,0,16558.64523,11192.12978,815.82,30.430086,0
12/12/2024 3:34,0,0,0.3,0.102,0.212,0.08,0.199,10,19.29775281,1369.57,0,0,0.3,3,3,0,16558.64523,11195.12978,815.82,30.430086,0
12/12/2024 3:39,0,0,0.31,0.084,0.029,0.093,0.016,10,19.29775281,1369.88,0,0,0.31,3.1,3.1,0,16558.64523,11198.22978,815.82,30.430086,0
12/12/2024 3:44,0,0,0.3,0.054,0.126,0.015,0.057,10,19.29775281,1370.18,0,0,0.3,3,3,0,16558.64523,11201.22978,815.82,30.430086,0
12/12/2024 3:49,0,0,0.31,0.074,0.01,0.004,0.002,10,19.29775281,1370.49,0,0,0.31,3.1,3.1,0,16558.64523,11204.32978,815.82,30.430086,0
12/12/2024 3:54,0,0,0.3,0.053,0.016,0.164,0.022,10,19.29775281,1370.79,0,0,0.3,3,3,0,16558.64523,11207.32978,815.82,30.430086,0
12/12/2024 3:59,0,0,0.3,0.185,0.079,0.042,0.011,10,19.29775281,1371.09,0,0,0.3,3,3,0,16558.64523,11210.32978,815.82,30.430086,0
12/12/2024 4:04,0,0,0.3,0.061,0.011,0.156,0.034,19.29775281,19.29775281,1371.39,0,0,0.3,5.789325843,5.789325843,0,16558.64523,11216.1191,815.82,30.430086,0
12/12/2024 4:09,0,0,0.3,0.039,0.001,0.038,0.025,19.29775281,19.29775281,1371.69,0,0,0.3,5.789325843,5.789325843,0,16558.64523,11221.90843,815.82,30.430086,0
12/12/2024 4:15,0,0,0.3,0.059,0.038,0.037,0.132,19.29775281,19.29775281,1371.99,0,0,0.3,5.789325843,5.789325843,0,16558.64523,11227.69775,815.82,30.430086,0
12/12/2024 4:21,0,0,0.28,0.072,0.058,0.068,0.098,19.29775281,19.29775281,1372.27,0,0,0.28,5.403370787,5.403370787,0,16558.64523,11233.10112,815.82,30.430086,0
12/12/2024 4:26,0,0,0.28,0.01,0.085,0.052,0.05,19.29775281,19.29775281,1372.55,0,0,0.28,5.403370787,5.403370787,0,16558.64523,11238.50449,815.82,30.430086,0
12/12/2024 4:32,0,0,0.29,0.206,0.048,0.088,0.036,19.29775281,24.41011236,1372.84,0,0,0.29,5.596348315,5.596348315,0,16558.64523,11244.10084,815.82,30.430086,0
12/12/2024 4:37,0,0,0.29,0.097,0.023,0.1,0.031,19.29775281,24.41011236,1373.13,0,0,0.29,5.596348315,5.596348315,0,16558.64523,11249.69719,815.82,30.430086,0
12/12/2024 4:42,0,0,0.3,0.126,0.169,0.088,0.09,19.29775281,24.41011236,1373.43,0,0,0.3,5.789325843,5.789325843,0,16558.64523,11255.48652,815.82,30.430086,0
12/12/2024 4:48,0,0,0.29,0.192,0.071,0.021,0.217,19.29775281,24.41011236,1373.72,0,0,0.29,5.596348315,5.596348315,0,16558.64523,11261.08287,815.82,30.430086,0
12/12/2024 4:53,0,0,0.26,0.018,0.165,0.019,0.025,19.29775281,24.41011236,1373.98,0,0,0.26,5.017415731,5.017415731,0,16558.64523,11266.10028,815.82,30.430086,0
12/12/2024 4:58,0,0,0.27,0.194,0.142,0.063,0.002,19.29775281,24.41011236,1374.25,0,0,0.27,5.210393259,5.210393259,0,16558.64523,11271.31067,815.82,30.430086,0
12/12/2024 5:03,0,0,0.26,0.001,0.11,0.02,0.003,19.29775281,19.29775281,1374.51,0,0,0.26,5.017415731,5.017415731,0,16558.64523,11276.32809,815.82,30.430086,0
12/12/2024 5:08,0,0,0.27,0.066,0.105,0.014,0.195,19.29775281,19.29775281,1374.78,0,0,0.27,5.210393259,5.210393259,0,16558.64523,11281.53848,815.82,30.430086,0
12/12/2024 5:14,0,0,0.27,0.078,0.15,0.039,0.011,19.29775281,19.29775281,1375.05,0,0,0.27,5.210393259,5.210393259,0,16558.64523,11286.74888,815.82,30.430086,0
12/12/2024 5:19,0,0,0.26,0.03,0.153,0.035,0.009,19.29775281,19.29775281,1375.31,0,0,0.26,5.017415731,5.017415731,0,16558.64523,11291.76629,815.82,30.430086,0
12/12/2024 5:25,0,0,0.26,0.135,0.121,0.037,0.002,19.29775281,19.29775281,1375.57,0,0,0.26,5.017415731,5.017415731,0,16558.64523,11296.78371,815.82,30.430086,0
12/12/2024 5:30,0,0,0.27,0.086,0.039,0.09,0.093,24.41011236,19.29775281,1375.84,0,0,0.27,6.590730337,6.590730337,0,16558.64523,11303.37444,815.82,30.430086,0
12/12/2024 5:35,0,0,0.27,0.171,0.034,0.046,0.11,24.41011236,19.29775281,1376.11,0,0,0.27,6.590730337,6.590730337,0,16558.64523,11309.96517,815.82,30.430086,0
12/12/2024 5:40,0,0,0.26,0.148,0.039,0.075,0.058,24.41011236,19.29775281,1376.37,0,0,0.26,6.346629214,6.346629214,0,16558.64523,11316.3118,815.82,30.430086,0
12/12/2024 5:46,0,0,0.26,0.026,0.118,0.16,0.007,24.41011236,19.29775281,1376.63,0,0,0.26,6.346629214,6.346629214,0,16558.64523,11322.65843,815.82,30.430086,0
12/12/2024 5:51,0,0,0.26,0.096,0.098,0.098,0.075,24.41011236,19.29775281,1376.89,0,0,0.26,6.346629214,6.346629214,0,16558.64523,11329.00506,815.82,30.430086,0
12/12/2024 5:56,0,0,0.26,0.068,0.061,0.081,0.201,24.41011236,19.29775281,1377.15,0,0,0.26,6.346629214,6.346629214,0,16558.64523,11335.35169,815.82,30.430086,0
12/12/2024 6:01,0,0,0.27,0.065,0.047,0.176,0.02,19.29775281,19.29775281,1377.42,0,0,0.27,5.210393259,5.210393259,0,16558.64523,11340.56208,815.82,30.430086,0
12/12/2024 6:07,0,0,0.24,0.048,0.041,0.073,0.026,19.29775281,19.29775281,1377.66,0,0,0.24,4.631460674,4.631460674,0,16558.64523,11345.19354,815.82,30.430086,0
12/12/2024 6:12,0,0,0.24,0.027,0.068,0.161,0.111,19.29775281,19.29775281,1377.9,0,0,0.24,4.631460674,4.631460674,0,16558.64523,11349.825,815.82,30.430086,0
12/12/2024 6:18,0,0,0.25,0.045,0.023,0.131,0.011,19.29775281,19.29775281,1378.15,0,0,0.25,4.824438203,4.824438203,0,16558.64523,11354.64944,815.82,30.430086,0
12/12/2024 6:23,0,0,0.25,0.002,0.067,0.156,0.079,19.29775281,19.29775281,1378.4,0,0,0.25,4.824438203,4.824438203,0,16558.64523,11359.47388,815.82,30.430086,0
12/12/2024 6:29,0,0,0.46,0.233,0.114,0.402,0.053,19.29775281,19.29775281,1378.86,0,0,0.46,8.876966293,8.876966293,0,16558.64523,11368.35084,815.82,30.430086,0
12/12/2024 6:34,0,0,0.27,0,0.019,0.054,0.089,19.29775281,19.29775281,1379.13,0,0,0.27,5.210393259,5.210393259,0,16558.64523,11373.56124,815.82,30.430086,0
12/12/2024 6:39,0,0,0.27,0.041,0.034,0.004,0.113,19.29775281,19.29775281,1379.4,0,0,0.27,5.210393259,5.210393259,0,16558.64523,11378.77163,815.82,30.430086,0
12/12/2024 6:45,0,0,0.26,0.036,0.153,0.015,0.07,19.29775281,19.29775281,1379.66,0,0,0.26,5.017415731,5.017415731,0,16558.64523,11383.78905,815.82,30.430086,0
12/12/2024 6:50,0,0,0.28,0.006,0.08,0.043,0.056,19.29775281,19.29775281,1379.94,0,0,0.28,5.403370787,5.403370787,0,16558.64523,11389.19242,815.82,30.430086,0
12/12/2024 6:55,0,0,0.28,0.048,0.197,0.118,0.008,19.29775281,19.29775281,1380.22,0,0,0.28,5.403370787,5.403370787,0,16558.64523,11394.59579,815.82,30.430086,0
12/12/2024 7:00,0,0,0.29,0.041,0.038,0.155,0.076,19.29775281,19.29775281,1380.51,0,0,0.29,5.596348315,5.596348315,0,16558.64523,11400.19214,815.82,30.430086,0
12/12/2024 7:05,0,0,0.28,0.02,0.018,0.164,0.021,19.29775281,24.41011236,1380.79,0,0,0.28,5.403370787,5.403370787,0,16558.64523,11405.59551,815.82,30.430086,0
12/12/2024 7:10,0,0,0.3,0.014,0.024,0.137,0.144,19.29775281,24.41011236,1381.09,0,0,0.3,5.789325843,5.789325843,0,16558.64523,11411.38483,815.82,30.430086,0
12/12/2024 7:15,0,0,0.3,0.053,0.219,0.154,0.097,19.29775281,24.41011236,1381.39,0,0,0.3,5.789325843,5.789325843,0,16558.64523,11417.17416,815.82,30.430086,0
12/12/2024 7:22,0,0,0.32,0.066,0.141,0.079,0.002,19.29775281,24.41011236,1381.71,0,0,0.32,6.175280899,6.175280899,0,16558.64523,11423.34944,815.82,30.430086,0
12/12/2024 7:27,0,0,0.34,0.064,0.017,0.027,0.066,19.29775281,24.41011236,1382.05,0,0,0.34,6.561235955,6.561235955,0,16558.64523,11429.91067,815.82,30.430086,0
12/12/2024 7:32,0,0,0.34,0.139,0.212,0.105,0.158,19.29775281,24.41011236,1382.39,0,0,0.34,6.561235955,6.561235955,0,16558.64523,11436.47191,815.82,30.430086,0
12/12/2024 7:38,0,0,0.34,0.092,0.059,0.091,0.214,19.29775281,24.41011236,1382.73,0,0,0.34,6.561235955,6.561235955,0,16558.64523,11443.03315,815.82,30.430086,0
12/12/2024 7:43,0,0,0.33,0.083,0.16,0.157,0.092,19.29775281,24.41011236,1383.06,0,0,0.33,6.368258427,6.368258427,0,16558.64523,11449.4014,815.82,30.430086,0
12/12/2024 7:48,0,0,0.35,0.049,0.055,0.001,0.022,19.29775281,24.41011236,1383.41,0,0,0.35,6.754213483,6.754213483,0,16558.64523,11456.15562,815.82,30.430086,0
12/12/2024 7:53,0,0,0.34,0.005,0.059,0.075,0.056,19.29775281,24.41011236,1383.75,0,0,0.34,6.561235955,6.561235955,0,16558.64523,11462.71685,815.82,30.430086,0
12/12/2024 7:58,0,0,0.33,0.217,0.002,0.006,0.269,19.29775281,24.41011236,1384.08,0,0,0.33,6.368258427,6.368258427,0,16558.64523,11469.08511,815.82,30.430086,0
12/12/2024 8:04,0,0,0.55,0.19,0.203,0.243,0.077,24.41011236,24.41011236,1384.63,0,0,0.55,13.4255618,13.4255618,0,16558.64523,11482.51067,815.82,30.430086,0
12/12/2024 8:09,0,0,0.36,0.042,0.233,0.001,0.112,24.41011236,24.41011236,1384.99,0,0,0.36,8.78764045,8.78764045,0,16558.64523,11491.29831,815.82,30.430086,0
12/12/2024 8:14,0,0,0.35,0.082,0.001,0.109,0.04,24.41011236,24.41011236,1385.34,0,0,0.35,8.543539326,8.543539326,0,16558.64523,11499.84185,815.82,30.430086,0
12/12/2024 8:20,0,0,0.35,0.033,0.084,0.036,0.067,24.41011236,24.41011236,1385.69,0,0,0.35,8.543539326,8.543539326,0,16558.64523,11508.38539,815.82,30.430086,0
12/12/2024 8:26,0,0,0.35,0.032,0.009,0.154,0.04,24.41011236,24.41011236,1386.04,0,0,0.35,8.543539326,8.543539326,0,16558.64523,11516.92893,815.82,30.430086,0
12/12/2024 8:31,0,0,0.33,0.075,0.03,0.165,0.048,24.41011236,24.41011236,1386.37,0,0,0.33,8.055337079,8.055337079,0,16558.64523,11524.98427,815.82,30.430086,0
12/12/2024 8:36,0,0,0.34,0.056,0.03,0.043,0.099,24.41011236,24.41011236,1386.71,0,0,0.34,8.299438202,8.299438202,0,16558.64523,11533.28371,815.82,30.430086,0
12/12/2024 8:41,0,0,0.35,0.074,0.051,0.288,0.109,24.41011236,24.41011236,1387.06,0,0,0.35,8.543539326,8.543539326,0,16558.64523,11541.82725,815.82,30.430086,0
12/12/2024 8:46,0,0,0.35,0.092,0.2,0.037,0.064,24.41011236,24.41011236,1387.41,0,0,0.35,8.543539326,8.543539326,0,16558.64523,11550.37079,815.82,30.430086,0
12/12/2024 8:51,0,0,0.36,0.196,0.002,0.052,0.134,24.41011236,24.41011236,1387.77,0,0,0.36,8.78764045,8.78764045,0,16558.64523,11559.15843,815.82,30.430086,0
12/12/2024 8:56,0,0,0.37,0.001,0.134,0.032,0.087,24.41011236,24.41011236,1388.14,0,0,0.37,9.031741573,9.031741573,0,16558.64523,11568.19017,815.82,30.430086,0
12/12/2024 9:02,0,0,0.38,0.156,0.183,0.035,0.101,24.41011236,24.41011236,1388.52,0,0,0.38,9.275842697,9.275842697,0,16558.64523,11577.46601,815.82,30.430086,0
12/12/2024 9:07,0,0,0.37,0.121,0.163,0.058,0.155,24.41011236,24.41011236,1388.89,0,0,0.37,9.031741573,9.031741573,0,16558.64523,11586.49775,815.82,30.430086,0
12/12/2024 9:12,0,0,0.48,0.231,0.065,0.359,0.334,24.41011236,24.41011236,1389.37,0,0,0.48,11.71685393,11.71685393,0,16558.64523,11598.21461,815.82,30.430086,0
12/12/2024 9:17,0,0,0.44,0.087,0.083,0.021,0.206,24.41011236,24.41011236,1389.81,0,0,0.44,10.74044944,10.74044944,0,16558.64523,11608.95506,815.82,30.430086,0
12/12/2024 9:24,0,0,0.42,0.049,0.203,0.081,0.009,24.41011236,24.41011236,1390.23,0,0,0.42,10.25224719,10.25224719,0,16558.64523,11619.2073,815.82,30.430086,0
12/12/2024 9:29,0,0,0.42,0.169,0.035,0.053,0.079,24.41011236,24.41011236,1390.65,0,0,0.42,10.25224719,10.25224719,0,16558.64523,11629.45955,815.82,30.430086,0
12/12/2024 9:34,0,0,0.49,0.156,0.002,0.244,0.279,24.41011236,24.41011236,1391.14,0,0,0.49,11.96095506,11.96095506,0,16558.64523,11641.42051,815.82,30.430086,0
12/12/2024 9:39,0,0,0.45,0.129,0.007,0.114,0.017,24.41011236,24.41011236,1391.59,0,0,0.45,10.98455056,10.98455056,0,16558.64523,11652.40506,815.82,30.430086,0
12/12/2024 9:45,0,0,0.47,0.036,0.026,0.173,0.332,24.41011236,24.41011236,1392.06,0,0,0.47,11.47275281,11.47275281,0,16558.64523,11663.87781,815.82,30.430086,0
12/12/2024 9:50,0,0,0.48,0.043,0.078,0.385,0.03,24.41011236,24.41011236,1392.54,0,0,0.48,11.71685393,11.71685393,0,16558.64523,11675.59466,815.82,30.430086,0
